question,answer_a,answer_b,answer_c,answer_correct,media,category
"In this situation, is the driver of the vehicle travelling in the right lane obliged to allow you change lanes?",,,,Tak,W11_suwak_302.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Is the driver in the right lane obliged to allow the vehicle in front of you to change lanes at this point?,,,,Nie,W11_suwak_306.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Is the driver of the vehicle in the right lane obliged to allow you change lanes after driving past this sign?,,,,Nie,W11_suwak_303.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Did the driver of the white vehicle in the left lane properly facilitate the passage of the emergency vehicle?,,,,Tak,w11korytarz zycia_001.wmv,"A,B,C,D,AM,A1,A2,B1,C1,D1"
"Does the situation shown represent a properly created ""emergency corridor""?",,,,Tak,w11korytarz zycia 002.wmv,"A,B,C,D,AM,A1,A2,B1,C1,D1"
"In the presented situation, can the yellow road assistance vehicle taking part in the rescue operation drive on the passage for emergency vehicles?",,,,Tak,w11korytarz zycia_001.wmv,"A,B,C,D,AM,A1,A2,B1,C1,D1"
"In this situation, is the driver of vehicle 1 obliged to drive as close as possible to the left edge of the lane?",,,,Tak,W11-korytarz-004.wmv,"A,B,C,D,AM,A1,A2,B1,C1,D1"
"In this situation, is the driver of vehicle 1 obliged to move away from the passage for the emergency vehicle?",,,,Tak,W11-korytarz-005.wmv,"A,B,C,D,AM,A1,A2,B1,C1,D1"
"In this situation, is the driver of vehicle 1 obliged to drive to the right?",,,,Tak,W11-korytarz-005.wmv,"A,B,C,D,AM,A1,A2,B1,C1,D1"
"Have the drivers of these vehicles facilitated the free passage of emergency vehicles by creating the so-called ""emergency corridor""?",,,,Tak,w10_korytarz_208.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"By stopping at this spot, has the driver of the truck complied with the existing regulations?",,,,Nie,w10_korytarz_209.wmv,"A,B,C,D,T,PT,A1,A2,B1,C1,D1"
Did the drivers clear the way for the emergency vehicle in accordance with applicable regulations?,,,,Nie,w10_korytarz_210.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In the presented situation, are the drivers obliged to allow vehicles on the vanishing lane to change lanes?",,,,Nie,W11-suwak-309.wmv,"A,B,C,D,AM,A1,A2,B1,C1,D1"
"Is the driver obliged to apply the so-called ""zipper merge"" when there is no significant speed reduction ?",,,,Nie,W11_suwak_305.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you allowed to turn right at the crossroads?",,,,Tak,1_1369ztV.wmv,B
"In the present situation, are you obliged to be particularly careful?",,,,Tak,AKADEMIA_1.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed to park in the marked areas for disabled people, if the parking time does not exceed 15 minutes?",,,,Nie,AKADEMIA_2.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Are you allowed to park on the marked parking areas for disabled people, if your parking ticket expired?","Yes, unless the time period since that didn't exceed 7 days.","Yes, unless the time period since that didn't exceed 14 days.",No.,C,AKADEMIA_2.jpg,B
"Are you allowed to drive within ""emergency corridor"" created by other drivers, if you are driving a single-track vehicle?",,,,Nie,3.JPG,"A,AM,A1"
"Are you obliged to near the right edge of the way, to allow the emergency vehicle, coming from behind, to pass?",,,,Tak,4.JPG,"A,B,C,D,AM,A1,B1,C1,D1"
Does the signal mean that in a while the green signal comes on?,,,,Tak,AKADEMIA_4.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does the signal mean that in a while the red signal comes on?,,,,Nie,AKADEMIA_4.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In the present situation, are you obliged to let the vehicle on the right to pass?",,,,Tak,AKADEMIA_5.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In the present situation, are you obliged to stop the vehicle before the line consisting of triangles?",,,,Nie,AKADEMIA_6.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In the present situation, are you allowed to go further through the intersection?",,,,Nie,AKADEMIA_6.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In the present situation, are you allowed to go further through the intersection, if you stop before the traffic lights?",,,,Nie,AKADEMIA_6.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"After the signal turned green, are you allowed to turn around in the lane you are staying on?",,,,Nie,AKADEMIA_6.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"After the signal turned green, are you allowed to turn right in the lane you are staying on?",,,,Tak,AKADEMIA_6.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In the present situation, is the driver allowed to switch on the driving beam?",,,,Nie,AKADEMIA_7.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you are driving an overnormative vehicle, shall you carry and show to authorised personal the passing permission?",Yes.,No.,It depends on the permission's content.,A,Zezwolenie.jpg,C
"If you are driving an overnormative vehicle with the total laden weight over 80 t, are you obliged to be piloted by two assisting pilot vehicles?",Yes.,No.,"Yes, but only in time period between 10 p.m. and 5 a.m.",A,80ton_2pilotow.jpg,C
"If you are driving an overnormative vehicle with the width exceeding 3,6 m, are you obliged to be piloted by two assisting pilot vehicles?",yes,no,"yes, but only in the time period 10 p.m. to 5 a.m.",A,szerokosc_2pilotow.jpg,C
"If you are driving an overnormative vehicle with the length exceeding 30 m, are you obliged to be piloted by two assisting pilot vehicles?",yes,no,"yes, but only in the time period 10 p.m. to 5 a.m.",A,30m_pilot.jpg,C
"If you are driving an overnormative vehicle with the total laden weight exceeding 60 t, are you obliged to be piloted by assisting pilot vehicles?",yes,no,"yes, but only in the time period 10 p.m. to 5 a.m.",A,60ton_pilotowanie.jpg,C
"If you are driving an overnormative vehicle with the width exceeding 3,2 m, are you obliged to be piloted by assisting pilot vehicles?",yes,no,"yes, but only in the time period 10 p.m. to 5 a.m.",A,szerokosc_pilot.jpg,C
"If you are driving an overnormative vehicle with the length exceeding 23 m, are you obliged to be piloted by assisting pilot vehicles?",yes,no,"yes, but only in the time period 10 p.m. to 5 a.m.",A,dlugosc_pilotowanie.jpg,C
"If you are driving an overnormative vehicle, are you obliged to comply with the passing conditions enumerated in the permission of the category given?",yes,no,"yes, but only when the load is divisable",A,warunki_zezwolenia.jpg,C
"If you are driving an overnormative vehicle, are you obliged to be especially careful?",yes,no,"yes, but only in the time period 10 p.m. to 5 a.m.",A,ostroznosc.jpg,C
"If you are driving a vehicle group with the height exceeding 4 m, do you need a permission?",yes,no,"yes, but only if the load is divisible",A,wysokosc.jpg,C
"If you are driving a vehicle with the total laden weight 50 t or more, shall you have the passing permission for the overnormative vehicle of the category given?",yes,no,"yes, but only on national roads",A,50ton.jpg,C
Are you obliged to follow instructions or signs given by the pilot of the overnormative vehicle?,,,,Tak,,"A,B,C,D,T,AM,PT,A1,A2,B1,C1,D1"
Carrying a child in a rearward-facing safety seat mounted on the front seat of a motor vehicle equipped with a passenger airbag is:,permitted without restrictions.,prohibited.,permitted if the airbag is disabled during transport.,C,,B
Carrying a child seated in a rear-facing position in a child restraint system fitted in the front seat of a vehicle equipped with an airbag is:,Permissible if the airbag is not enabled during transport.,Always prohibited.,Permitted without restriction.,A,,"D,D1"
Transporting a child under the age of 3 in a passenger car is:,Permitted if the vehicle is not fitted with safety belts.,Permitted if the vehicle is fitted with safety belts and a child safety seat.,Prohibited regardless of vehicle equipment.,B,,"D,D1"
Carrying a child under the age of three in a passenger car not equipped with a seat belt and a child safety seat or with a seat belt and other child restraint is:,Prohibited,Permitted,"Permitted, if the child is held in the arms of an adult passenger.",A,,D1
Transporting a child in the front seat of a car without a child safety seat is:,Prohibited if the child is less than 150 cm tall.,Always prohibited,Permitted if the child is not less than 140 cm tall.,A,,"D,D1"
The obligation to use seat belts:,Applies to the driver of a taxi when transporting a passenger.,Does not apply to a child under 3 years old transported by bus.,Applies to a woman with a visible pregnancy.,B,,"D,D1"
"A child less than 150 cm tall, transported in a passenger car equipped with seatbelts, should be seated in a child safety seat appropriate to:",The weight and height of the child and the appropriate technical conditions specified in EU legislation.,The weight and height of the child.,The age of the child.,A,,"D,D1"
"If two children are being transported in the rear seat of a passenger car in safety seats and it is not possible to install a third safety seat, then:",It is impossible to transport the third child.,The third child may be transported if it is at least 3 years old and is restrained by means of a seat belt.,The third child may be transported if it is at least 5 years old.,B,,"D,D1"
Transporting a child restrained by a seatbelt in the rear seat of a passenger car is:,Permissible if the child is at least 135 cm tall and it is impossible to provide the child with a safety seat because of its height and weight.,Prohibited without a safety seat.,Permitted if the child is at least 125 cm tall and it is impossible to provide the child with a safety seat because of its height and weight.,A,,"D,D1"
Child safety seats and other child restraints must be installed in the vehicle:,in a safe and aesthetic manner.,so as to allow easy access to the child.,according to the recommendations of the device manufacturer.,C,,B
A police officer will retain a driver's licence subject to a receipt upon detection of an act of:,driving at a speed exceeding the permitted 50 km/h in a built-up area.,driving at a speed exceeding the permitted speed by more than 50 km/h in a built-up area.,driving at a speed exceeding the permitted 50 km/h outside a built-up area.,B,,B
A Police officer will retain a driving licence issued in the country against a receipt if proven that the driver is transporting persons in a passenger car in excess of the number of seats specified in the registration document by:,1 person.,2 persons.,3 persons.,C,,"D,D1"
A retention receipt for a driving licence issued in the country for exceeding the speed limit by more than 50 km/h in a built-up area shall entitle the driver to drive the vehicle for:,7 days from the date of its retention.,72 hours from the moment of its retention.,24 hours from the moment of its retention.,C,,"D,D1"
The starost will issue an administrative decision to withhold a driving license where a driver has exceeded the speed limit by:,more than 50 km/h in a built-up area.,50 km/h in a built-up area.,50 km/h outside built-up areas.,A,,B
"If, despite the decision to retain the licence for 3 months, a person continues to drive the vehicle, the starost shall extend the period for which the licence is retained to:",6 months.,9 months.,12 months.,A,,"D,D1"
"A police officer shall withhold a driving licence issued in the country, against a receipt, if proven that the bus driver transports passengers in excess of the number of seats specified in the registration document by:",4 persons.,5 persons.,6 persons.,C,,"D,D1"
"Where a driver has exceeded the speed limit by more than 50 km/h in a built-up area, the starost shall issue an administrative decision to withhold the driving licence for:",1 month.,2 months.,3 months.,C,,B
"Where the driver of a motor vehicle transports persons in excess of the number of seats specified in the registration document, the starost shall issue an administrative decision to retain the driving licence for:",3 months.,2 months.,1 month.,A,,"D,D1"
"If a person has been driving a motor vehicle in spite of an administrative decision to withhold the driving licence and the extension of the retention period to 6 months, the starost shall issue an administrative decision to:",Extend the driving licence retention period by another 6 months.,Extend the driving licence retention period by another 3 months.,Withdraw the permission to drive vehicles.,C,,"D,D1"
"A police officer shall retain a driving licence issued by a state other than the Republic of Poland, against a receipt, if proven that the passenger car transports:",1 person more than specified in the registration document.,3 persons more than specified in the registration document.,2 persons more than specified in the registration document.,B,,"D,D1"
The driver of a vehicle registered in the territory of the Republic of Poland is obliged to carry and present a document for inspection:,Acknowledging the conclusion of compulsory third party liability insurance.,Acknowledging approval of the vehicle for traffic use.,"Confirming the calibration of the alcohol interlock, if the obligation to have such interlock is indicated in the driving licence.",C,,"D,D1"
The driver of a vehicle registered in the territory of the Republic of Poland is obliged to carry and present at the request of a competent authority:,A driving licence retention receipt or a temporary permit.,A document stating the vehicle's roadworthiness.,A document confirming the conclusion of a third-party liability insurance contract for the vehicle owner.,A,,"D,D1"
"The obligation to carry a driving licence, issued on the territory of the Republic of Poland, applies to:",A bus driver.,The driver of a passenger car.,"There is no such obligation, regardless of the type of vehicle being driven.",C,,"D,D1"
The document certifying that a vehicle is approved for traffic is:,registration document.,vehicle history card.,inspection sticker on the windshield.,A,,B
"The driver of a vehicle registered abroad, participating in traffic on the territory of the Republic of Poland, is obliged to carry and present at the request of a competent authority:",A document certifying to the vehicle's roadworthiness.,A document establishing identity.,"A document certifying to the conclusion of a contract for compulsory civil liability insurance, along with proof of payment of the premium for the insurance.",A,,"D,D1"
A police officer will retain the vehicle registration document if it is found that:,The technical inspection was carried out by an unauthorised entity.,The vehicle has faulty registration plate lighting.,The driver does not have a registration document while driving.,A,,"D,D1"
Keeping registration plates in good condition and ensuring their legibility:,"Is not obligatory, it is only due to care for the aesthetic condition of the vehicle.",Is the responsibility of the driver.,Is the responsibility of the vehicle owner.,B,,"D,D1"
The driver of a vehicle registered in the territory of the Republic of Poland is obliged to carry and present at the request of a competent authority:,A document certifying the right to drive.,A document certifying the right to drive a vehicle other than a national driving licence.,A document certifying to the vehicle's roadworthiness.,B,,"D,D1"
The driver of a vehicle registered in the territory of the Republic of Poland and possessing a driving licence issued by the authorities of the Republic of Poland is obliged to carry and present at the request of a competent authority:,A valid driving licence retention receipt.,A document certifying to the right to drive.,A proof of payment of the premium for the compulsory civil liability insurance of the vehicle owner.,A,,"D,D1"
The driver of a vehicle registered in the territory of the Republic of Poland who holds a driving licence issued by the authorities of the Republic of Poland is obliged to carry and present at the request of a competent authority:,A proof of payment of the premium for the compulsory civil liability insurance of the vehicle owner.,A document certifying to the right to drive.,"Other documents, if such an obligation results from a separate legislation.",C,,"D,D1"
A vehicle registered in the territory of the Republic of Poland is removed from the road at the owner's expense if:,The vehicle is left in a prohibited place and does not jeopardise safety.,The driver fails to present a document confirming the conclusion of a civil liability contract.,It is driven by a person unauthorised to drive and where it is impossible to secure the vehicle by handing it over to the person inside the vehicle who is authorised to drive it.,C,,"D,D1"
The driver of a passenger car registered abroad and participating in road traffic on the territory of the Republic of Poland is obliged to carry and present at the request of a competent authority:,A document acknowledging the right to drive a vehicle other than a national driving licence.,Passport issued by the country in which the vehicle is registered.,a document confirming completion of the technical inspection.,A,,"D,D1"
The driver of a vehicle performing a test drive using a professional registration document is obliged to carry and present at the request of a competent authority:,"A document confirming the right to drive a vehicle, issued on the territory of Poland.",A document confirming the vehicle's roadworthiness.,Proof of payment of the premium for compulsory third party insurance.,B,,"D,D1"
How do you transport a child less than 150 cm tall in the front seat of a five-seater passenger car?,On a passenger's lap.,In a safety seat or other child restraint system.,In a rear-facing safety seat if the vehicle has an active passenger airbag.,B,,B
The driver of a vehicle registered in the territory of the Republic of Poland and possessing the rights issued by the authorities of the Republic of Poland is obliged to carry and present at the request of a competent authority:,A document confirming the vehicle's roadworthiness.,A document attesting to the right to drive.,A certificate attesting to a successful technical inspection in terms of equipping the vehicle with an alcohol interlock.,C,,"D,D1"
They lack of a driving licence issued in Poland when driving a passenger car on public roads in Poland:,Does not result in any legal ramifications.,Results in the imposition of a penalty notice.,Results in a request for punishment.,A,,"D,D1"
The driver of a vehicle registered in the territory of the Republic of Poland and possessing the rights issued by the authorities of the Republic of Poland is obliged to carry and present at the request of a competent authority:,The vehicle registration document.,A document confirming the calibration of the alcohol interlock if the obligation to have an alcohol interlock results from the driver's licence.,A document certifying the right to drive.,B,,"D,D1"
What is a police officer entitled to during traffic control?,To establish the identity of the vehicle's driver based on data from the National Identification Register.,To request the driver to provide a driving licence issued in the country.,To request the driver presents a document confirming the conclusion of a civil liability contract for a vehicle registered in the territory of Poland.,A,,"D,D1"
Can you drive straight ahead through the crossroads in this situation?,,,,Nie,W5.1.jpg,AM
"Will you be merging into traffic if you move, once the signal changes to green?",,,,Nie,W5.1.jpg,AM
Are you obliged to exercise extreme caution in this situation?,,,,Tak,W7.7.wmv,AM
Does this signal permit a right turn at the intersection?,,,,Nie,W8.4.wmv,AM
Can you turn right in this situation?,,,,Nie,W5.2.jpg,AM
"In this situation, are you obliged to exercise utmost caution?",,,,Tak,W5.2.jpg,AM
Can you turn right in this situation?,,,,Tak,W5.3.jpg,AM
Will a red signal light up after these signals?,,,,Nie,W5.2.jpg,AM
Will the green signal light up after these signals?,,,,Tak,W5.2.jpg,AM
Should the driver prepare to resume driving in this situation?,,,,Tak,W5.2.jpg,AM
"In this situation, can you drive straight ahead through the intersection?",,,,Tak,W5.3.jpg,AM
Does this signal permit you to turn right at a crossroads?,,,,Tak,W5.4.jpg,AM
"In this situation, if you are going to turn right at the intersection, are you obliged to stop before the signaling device?",,,,Nie,W5.1.wmv,AM
"In this situation, are you merging into traffic when you drive off the pavement?",,,,Tak,W6.1.wmv,AM
Are you obliged to exercise extreme caution when merging into the traffic?,,,,Tak,W6.1.wmv,AM
Are you obliged to yield the right of way to other road users when merging into the traffic?,,,,Tak,W6.1.wmv,AM
Are you merging into traffic in this situation?,,,,Nie,W6.3.wmv,AM
"When turning left at this junction, are you obliged to give priority to vehicles approaching from the right?",,,,Tak,W6.5.wmv,AM
"When turning left at the intersection, do you have the right of way over vehicles approaching from the right?",,,,Nie,W6.5.wmv,AM
Are you obliged to exercise extreme caution in this situation?,,,,Tak,W6.5.wmv,AM
"In this situation, are you approaching an intersection where priority is not indicated by road signs?",,,,Tak,W6.5.wmv,AM
How do you transport a child less than 150 cm tall in a passenger car with five seating places?,In the front seat without a safety seat or other child restraint system.,In the front seat in a child restraint other than a safety seat.,In the rear seat without the seat belt fastened.,B,,B
"In this situation, when turning left at the intersection, do you have priority over vehicles approaching from the right?",,,,Nie,W6.5.wmv,AM
How do you install a child safety seat in your vehicle?,In a way that is comfortable for the child.,In a way that is convenient for you.,As recommended by the device manufacturer.,C,,"B,C,D,B1,C1,D1"
How will you install a child restraint in the vehicle to transport a child?,Just as the child wishes.,In a way that is convenient for you.,As recommended by the device manufacturer.,C,,"B,C,D,B1,C1,D1"
"When turning right at this intersection, must you yield the right of way to vehicles approaching from the left?",,,,Nie,W6.5.wmv,AM
What conditions must be met by a passenger car with which you want to transport a child under the age of three?,It must be equipped with seat belts and a safety seat.,It may not have a seat belt.,It does not have to be equipped with seat belts and a safety seat.,A,,B
"In this situation, when turning right at the intersection, are you obliged to yield priority to vehicles approaching from the left?",,,,Nie,W6.6.wmv,AM
What should you consider when choosing a safety seat or child restraint system for transporting a child?,Aesthetics,The appropriate technical specifications for these devices.,"First and foremost, convenience.",B,,B
Does this sign warn of an uncontrolled intersection?,,,,Tak,W6.5.wmv,AM
What conditions must be met when transporting a child in the back seat of a passenger car?,"The child being carried is at least 135 cm tall and fastened only with seat belts, as the weight and height precludes carriage in a safety seat or other child restraint systems.","The child being carried is at least 125 cm tall and is only fastened with seat belts, as its weight and height precludes carriage in a safety seat.",The speed must not exceed 50 km/h.,A,,B
"When turning left at this intersection, are you obliged to give priority to vehicles that could be approaching from the right?",,,,Tak,W6.6.wmv,AM
What conditions must you meet if you wish to carry a child in the rear seat of a passenger car?,"The child being carried is at least 125 cm tall and fastened only with seat belts, as the weight and height precludes carriage in a child restraint system.",The speed must not exceed 40 km/h.,"The child being carried is at least 135 cm tall and is only fastened with seat belts, as the weight and height precludes carriage in a child restraint system.",C,,B
"When turning right at a crossroads, are you obliged to yield way to vehicles approaching from the left?",,,,Nie,W6.5.wmv,AM
What do you have to do to carry a three-year-old child in the rear seat of a passenger car with two children already sitting in safety seats and it is impossible to install a third safety seat?,You must secure the child with a seat belt.,You should sit the child on an adult's lap.,You must lock the rear doors to prevent them from being opened from the outside.,A,,B
What must you do if you want to carry a three-year-old child in the rear seat of a passenger car with two children already sitting in child restraints and it is impossible to install a third device?,You should provide your child with a leg stand.,You must secure your child with seat belts.,You should place your child in the middle of the rear seat.,B,,B
What documents are you obliged to carry with you and present at the request of the competent authorities during roadside inspections?,Confirmation of payment of the mandatory civil liability insurance.,Receipt of retention of the registration document for the period it authorises the use of the vehicle.,"In all cases, a certificate indicating the car has undergone a technical inspection.",B,,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
What documents are you obliged to carry with you and present at the request of the competent authorities during roadside inspections?,Confirmation of payment of a third party insurance policy.,Receipt of temporary permission for the period it authorises to use the vehicle.,"Certificate confirming that the vehicle has undergone a technical inspection, if it is powered by gas.",B,,"B,C,D,T,B1,C1,D1"
What documents are you obliged to carry with you and present at the request of the competent authorities during roadside inspections?,Registration document,Receipt of retention of the registration document for the period it authorises the use of the vehicle.,Certificate of compliance with technical specifications.,B,,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
What documents are you obliged to carry with you and present at the request of the competent authorities during roadside inspections?,Receipt of temporary permission for the period it authorises to use the vehicle.,EC certificate of conformity.,Registration document.,A,,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
What documents must you carry with you and present at the request of a competent authority when driving a vehicle registered abroad in the territory of the Republic of Poland?,A document certifying that the vehicle is roadworthy.,A document confirming the conclusion of an accident insurance policy.,Copy of a certificate attesting to the completion of a technical inspection.,A,,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
What documents are you obliged to carry with you and present at the request of a competent authority when driving a vehicle registered abroad in the territory of the Republic of Poland?,Proof of vehicle ownership.,Document confirming the conclusion of a compulsory civil liability insurance contract by the vehicle owner.,A document confirming payment of the stamp duty.,B,,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
What documents are you obliged to carry with you and present at the request of a competent authority when driving a vehicle registered abroad in the territory of the Republic of Poland?,A professional vehicle registration document.,Proof of payment of the premium for the compulsory civil liability insurance.,A document confirming payment for the use of motorways and expressways.,B,,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
What documents do you have to carry with you and present at the request of the relevant authority during a roadside inspection?,National driving licence.,A different document certifying the right to drive other than a national driving licence.,Certificate of qualification.,B,,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
What documents are you obliged to carry with you and present at the request of the relevant authority during roadside inspections?,A medical certificate if you are involved in commercial passenger transport.,A driving license retention receipt for the period it permits the driver to drive.,A psychological fitness certificate.,B,,B
What documents are you obliged to carry with you and present at the request of the relevant authority during roadside inspections?,A psychological fitness certificate if you are involved in commercial passenger transport.,A driving licence retention receipt for the period it permits the driver to drive.,A medical certificate.,B,,B
What document are you obliged to carry with you and present at the request of a competent authority?,Proof of participation in a pre-qualification training course.,A document certifying the right to drive a vehicle other than a national driving licence.,Document confirming the completion of pre-medical first aid training.,B,,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
For which road traffic violation will a police officer withhold a driving licence?,For circumventing a vehicle in violation of the double continuous line.,For driving a vehicle at a speed exceeding the speed limit by more than 50 km/h outside a built-up area.,For driving a vehicle at a speed exceeding the speed limit by more than 50 km/h in a built-up area.,C,,"A,B,C,D,A1,A2,B1,C1,D1"
For which road traffic violation will a police officer withhold a driving licence?,For overtaking in violation of the single continuous line.,For transporting two passengers in excess of the number of seats specified in the passenger car registration document.,For overtaking at a railway crossing.,B,,B
For which road traffic violation will a police officer retain a driving licence?,For overtaking before the pedestrian crossing where traffic is directed.,For transporting two passengers in excess of the number of seats specified in the temporary permit of a passenger car.,For overtaking at crossings for cyclists.,B,,B
"In this situation, are you on a road with right of way?",,,,Nie,W7.1.wmv,AM
"In this situation, are you approaching a road with the right of way?",,,,Tak,W7.1.wmv,AM
"In this situation, are you obliged to stop before the stop line?",,,,Tak,W7.2.wmv,AM
"In this situation, when driving straight ahead through the intersection, are you obliged to yield way to the vehicles approaching from the right?",,,,Tak,W7.2.wmv,AM
"In this situation, when turning right at the intersection, do you have priority over vehicles approaching from the left?",,,,Nie,W7.2.wmv,AM
"In this situation, when turning left at the crossroads, do you have priority over vehicles approaching from the opposite direction?",,,,Nie,W7.3.wmv,AM
"When turning right in this situation, do you have the right of way?",,,,Tak,W7.3.wmv,AM
"In this situation, are you on a road with right of way?",,,,Nie,W7.4.wmv,AM
"In this situation, when turning right at an intersection, are you obliged to yield way to vehicles approaching from the left?",,,,Tak,W7.4.wmv,AM
"In this situation, are you obliged to yield the right of way to vehicles moving on a circular traffic intersection?",,,,Tak,W7.5.wmv,AM
Does this sign indicate that you are on a side road?,,,,Tak,W7.7.wmv,AM
"In this situation, are you on a side road?",,,,Nie,W7.8.wmv,AM
"In this situation, are you on a road with the right of way?",,,,Nie,W7.9.wmv,AM
"When turning left at an intersection, are you obliged to give the right of way to vehicles that could approach from the right?",,,,Tak,W6.2.wmv,AM
"In this situation, when turning right at the intersection, do you have priority over vehicles coming from the left?",,,,Nie,W7.9.wmv,AM
"When you see this signal, can you continue driving straight ahead through an intersection?",,,,Tak,W8.1.wmv,AM
Does this signal allow you to turn right at an intersection from the right lane?,,,,Tak,W8.1.wmv,AM
Are you obliged to exercise extreme caution in this situation?,,,,Tak,W8.1.wmv,AM
"In this situation, can you drive straight ahead through the intersection?",,,,Nie,W8.3.wmv,AM
"Prior to turning right, do you have to stop before the traffic light to ensure that you do not obstruct other traffic participants?",,,,Tak,W8.3.wmv,AM
"In this situation, if you want to turn right at the intersection, are you obliged to stop the vehicle before the traffic light?",,,,Tak,W8.3.wmv,AM
"In this situation, when turning right at the intersection, do you have the right of way over vehicles approaching from the left?",,,,Nie,W8.3.wmv,AM
"In this situation, can you turn right at the intersection?",,,,Nie,W8.4.wmv,AM
Does this signal permit you to drive straight ahead through the intersection?,,,,Nie,W8.5.wmv,AM
"In this situation, can you turn right at the intersection without stopping the vehicle?",,,,Tak,W8.5.wmv,AM
"In this situation, when turning right at the intersection, are you obliged to yield way to vehicles approaching from the left?",,,,Nie,W8.5.wmv,AM
"In this situation, if you want to turn right at the intersection, are you obliged to stop before the traffic light?",,,,Nie,W8.2.wmv,AM
Does this signal permit you to drive straight through the intersection?,,,,Nie,W8.4.wmv,AM
"In this situation, are you obliged to exercise extreme caution when turning right?",,,,Tak,W8.5.wmv,AM
"In this situation, when turning right at the intersection, are you obliged to stop before the traffic signal?",,,,Nie,W8.6.wmv,AM
What is the validity of a Polish driving licence retention receipt issued to you by a police officer for exceeding the speed limit by more than 50 km/h in a built-up area?,12 hours.,24 hours.,72 hours.,B,,"A,B,C,D,A1,A2,B1,C1,D1"
What is the validity period of a driving licence retention receipt issued by a police officer for transporting two passengers in excess of the number of seats specified in the passenger car registration document?,12 hours.,24 hours.,72 hours.,B,,B
How much longer will the starost extend the retention period of your driving licence if you have been stopped for control while driving despite your driving licence having been previously withheld for three months for exceeding the speed limit by more than 50 km/h in a built-up area?,For a further month.,For a further two months.,For a further three months.,C,,"A,B,C,D,A1,A2,B1,C1,D1"
Is overtaking allowed at this intersection?,,,,Tak,"1, 2, 3.wmv",AM
Is it permissible to overtake other vehicles at this intersection?,,,,Nie,pięć5.wmv,AM
Should you keep a safe distance of at least 1 metre from the vehicle ahead when you intend to overtake it?,,,,Nie,"7, 12, 15, 42.wmv",AM
Must you always keep a safe distance from the vehicle in front of you when you intend to overtake it?,,,,Tak,8. 26.wmv,AM
Should you in this situation keep a safe distance of at least 1m from the vehicle when overtaking it?,,,,Nie,"9, 38.wmv",AM
"How much longer will the starost extend the retention period of a driving licence if you were stopped for control while driving, even though your driving licence had been previously retained for three months for carrying two passengers in excess of the number of seats specified on the passenger car registration document?",For a another month.,For another two months.,For another three months.,C,,B
What decision will the starost take if you have been stopped for inspection while driving despite the extension of your driving licence to six months for exceeding the speed limit by more than 50 km/h in a built-up area?,The starost will extend the retention period by a further three months.,The starost will extend the retention period by a further four months.,The starost will revoke your right to drive.,C,,"A,B,C,D,A1,A2,B1,C1,D1"
What decision will the starost take if you have been stopped for control while driving despite the extension of your driving licence retention period to six months for carrying two passengers in excess of the number of seats specified on the passenger car registration document?,The starost will extend the retention period by a further three months.,the starost will extend the retention period by a further four months.,The starost will revoke your right to drive.,C,,B
Should a safe distance of not less than 1 metre be maintained when overtaking a vehicle on the right?,,,,Tak,"10, 34.wmv",AM
"In this situation, is it permitted to overtake the vehicle on the right?",,,,Tak,"7, 12, 15, 42.wmv",AM
Is overtaking allowed at this intersection?,,,,Tak,13.wmv,AM
Is it prohibited to overtake a rail vehicle on this section of the road?,,,,Nie,"14, 35, 40, 44.wmv",AM
"Are you obliged when attempting to overtake, in this situation, to ensure that you do not get in the way of a vehicle travelling in the right lane?",,,,Tak,"7, 12, 15, 42.wmv",AM
"Are you obliged, in this situation, to signal in advance your intention to manoeuvre?",,,,Tak,"16, 17, 22.wmv",AM
"Are you obliged, in this situation, to ensure that no other vehicle is approaching from the lane you intend to drive into?",,,,Tak,"16, 17, 22.wmv",AM
